age,income,score,height,weight,category,city,education,description,comments,registration_date,last_activity,is_active,has_subscription
22,108924.2565332645,13.00477825111387,169.18561219057221,80.08451796379973,B,Chicago,,This is sample text description 645 with various content,Comment 645: Some feedback about the product or service,2025-05-05,2025-06-10 01:26:47,True,False
29,41810.89510043591,83.54802363823276,170.95301353873936,78.0604042217384,A,Phoenix,Bachelor,This is sample text description 646 with various content,Comment 646: Some feedback about the product or service,2024-11-19,2025-06-29 01:26:47,False,False
33,51532.32210916921,37.03969862753065,171.70531860388,83.86615280912491,B,Chicago,PhD,This is sample text description 647 with various content,Comment 647: Some feedback about the product or service,2024-09-06,2025-06-28 01:26:47,True,False
43,81374.1802202186,37.48035677817963,163.30268167511608,46.44965060380695,A,New York,Master,This is sample text description 648 with various content,Comment 648: Some feedback about the product or service,2025-04-02,2025-06-17 01:26:47,False,True
43,,47.40064284831559,165.98931333076914,74.73780174921183,B,New York,High School,This is sample text description 649 with various content,Comment 649: Some feedback about the product or service,2025-06-01,2025-06-14 01:26:47,False,True
65,,44.41277131657516,167.83244983513828,76.90660761369604,D,Los Angeles,PhD,This is sample text description 650 with various content,Comment 650: Some feedback about the product or service,2024-12-25,2025-06-21 01:26:47,False,False
38,58786.055153629415,99.48579730593215,172.29711016802295,68.90729249421742,C,Phoenix,High School,This is sample text description 651 with various content,Comment 651: Some feedback about the product or service,2025-04-21,2025-06-26 01:26:47,False,True
56,32235.784891055042,54.53811212183025,169.69420980496534,81.76249666326338,C,Phoenix,High School,This is sample text description 652 with various content,Comment 652: Some feedback about the product or service,2024-10-30,2025-06-14 01:26:47,True,False
53,22739.20682897757,8.820170378987068,181.73032533825707,98.81751430853562,B,Chicago,Master,This is sample text description 653 with various content,Comment 653: Some feedback about the product or service,2025-04-14,2025-06-07 01:26:47,True,False
50,36550.21053739432,60.687734157692994,178.47118318979642,72.0732569665666,A,Los Angeles,High School,This is sample text description 654 with various content,Comment 654: Some feedback about the product or service,2025-06-11,2025-07-05 01:26:47,True,False
79,4303.608553488557,15.158429286987996,168.03672443974628,80.37581621061535,A,Phoenix,PhD,This is sample text description 655 with various content,Comment 655: Some feedback about the product or service,2025-05-10,2025-06-30 01:26:47,True,False
47,40209.211126169925,3.0937644731341973,183.8178389745194,94.0939714067733,D,New York,Bachelor,This is sample text description 656 with various content,Comment 656: Some feedback about the product or service,2025-06-04,2025-06-23 01:26:47,False,False
54,62451.12666685163,97.07421536772482,188.73020623575457,72.42346758912784,A,Chicago,Master,This is sample text description 657 with various content,Comment 657: Some feedback about the product or service,2024-08-21,2025-06-22 01:26:47,True,True
40,40473.987180623444,77.3538891534564,149.56173705077885,56.67305196461786,A,Houston,PhD,This is sample text description 658 with various content,Comment 658: Some feedback about the product or service,2025-06-24,2025-07-03 01:26:47,False,False
75,77766.25402867617,98.01089924137669,179.3229008506628,79.23668273631887,C,New York,Master,This is sample text description 659 with various content,Comment 659: Some feedback about the product or service,2024-08-21,2025-06-25 01:26:47,False,False
27,83198.95205450576,47.78784480222424,163.07015802668502,36.97500794802886,A,Los Angeles,High School,This is sample text description 660 with various content,Comment 660: Some feedback about the product or service,2024-08-07,2025-07-03 01:26:47,False,True
71,,53.225753114897614,178.00748021323298,35.5244944305598,A,Phoenix,High School,This is sample text description 661 with various content,Comment 661: Some feedback about the product or service,2025-04-05,2025-06-17 01:26:47,False,True
22,54612.8182052873,16.833695591913024,182.3823794064643,74.99518070674387,D,New York,PhD,This is sample text description 662 with various content,Comment 662: Some feedback about the product or service,2025-07-05,2025-06-26 01:26:47,True,False
53,3506.414550270616,24.69074266675856,161.2300740548945,34.825444253772005,C,Houston,PhD,This is sample text description 663 with various content,Comment 663: Some feedback about the product or service,2024-08-14,2025-06-09 01:26:47,True,True
51,35926.050159347884,83.85492149028282,151.4767290098424,50.272483863577136,B,Houston,Bachelor,This is sample text description 664 with various content,Comment 664: Some feedback about the product or service,2025-02-20,2025-06-21 01:26:47,True,True
69,47159.22946451226,35.61856471175942,178.35434088215865,64.29852154734516,D,Los Angeles,PhD,This is sample text description 665 with various content,Comment 665: Some feedback about the product or service,2024-12-22,2025-06-25 01:26:47,True,False
48,32122.647009903783,82.6814973796419,171.3540248248361,59.1787547538117,B,New York,PhD,This is sample text description 666 with various content,Comment 666: Some feedback about the product or service,2025-02-23,2025-06-21 01:26:47,True,False
27,,70.90137242870318,153.3156124609737,67.78290244679323,C,Chicago,Master,This is sample text description 667 with various content,Comment 667: Some feedback about the product or service,2025-04-11,2025-06-10 01:26:47,False,True
75,82201.34937386759,17.71709252718655,195.2956450546282,86.69305211152745,A,New York,High School,This is sample text description 668 with various content,Comment 668: Some feedback about the product or service,2024-09-14,2025-06-09 01:26:47,False,True
36,17084.469409693636,50.744636611974215,176.24419412256552,73.57721217045896,A,Houston,PhD,This is sample text description 669 with various content,Comment 669: Some feedback about the product or service,2024-09-30,2025-06-12 01:26:47,True,False
75,86233.84112238053,67.73873215187169,176.70100040125152,57.41019397330811,B,Los Angeles,Bachelor,This is sample text description 670 with various content,Comment 670: Some feedback about the product or service,2024-08-16,2025-06-23 01:26:47,True,True
49,67694.52843508274,23.50372148038251,183.6581775256205,90.31661609176413,C,Los Angeles,PhD,This is sample text description 671 with various content,Comment 671: Some feedback about the product or service,2025-01-07,2025-07-01 01:26:47,True,False
18,55364.33616555391,83.06885105200769,164.191760471535,48.56714145183713,B,Chicago,High School,This is sample text description 672 with various content,Comment 672: Some feedback about the product or service,2025-07-02,2025-07-02 01:26:47,True,False
73,357276.6888518473,54.48276575451868,171.30454112088677,73.32825263158149,A,Los Angeles,PhD,This is sample text description 673 with various content,Comment 673: Some feedback about the product or service,2025-03-02,2025-06-23 01:26:47,True,True
22,32520.99309017149,16.52420504426032,156.80678086220237,46.89871037482443,A,Los Angeles,Master,This is sample text description 674 with various content,Comment 674: Some feedback about the product or service,2025-01-12,2025-06-27 01:26:47,True,True
62,17475.645708225205,58.29844261646024,163.92051552714815,73.78476858595809,C,Los Angeles,High School,This is sample text description 675 with various content,Comment 675: Some feedback about the product or service,2024-10-28,2025-06-11 01:26:47,True,True
21,84335.30960628774,99.9713804155914,173.85660000469238,65.22058894161104,A,Los Angeles,PhD,This is sample text description 676 with various content,Comment 676: Some feedback about the product or service,2025-06-15,2025-06-19 01:26:47,True,True
33,80752.23120148083,15.052149166341355,153.3471533286755,86.23356867289552,B,Los Angeles,Master,This is sample text description 677 with various content,Comment 677: Some feedback about the product or service,2025-03-23,2025-07-04 01:26:47,True,True
41,21874.307428334356,81.67569301195282,163.63710454321918,80.81034206791344,A,Houston,High School,This is sample text description 678 with various content,Comment 678: Some feedback about the product or service,2025-05-01,2025-06-12 01:26:47,True,False
33,38947.440101875975,20.730900318755797,160.7206604006228,61.192910020125055,A,New York,PhD,This is sample text description 679 with various content,Comment 679: Some feedback about the product or service,2024-10-16,2025-07-01 01:26:47,True,True
72,58662.89538463817,78.23883294600873,171.42092245620344,58.31590538775638,B,Phoenix,Master,This is sample text description 680 with various content,Comment 680: Some feedback about the product or service,2025-05-18,2025-06-20 01:26:47,True,False
19,44009.81723655584,73.45779231214132,175.74701261665348,65.27354900451836,B,Los Angeles,Bachelor,This is sample text description 681 with various content,Comment 681: Some feedback about the product or service,2025-06-20,2025-06-29 01:26:47,True,False
66,11626.504859363646,30.048938560043236,177.42152804376457,98.1335719005151,A,Phoenix,Master,This is sample text description 682 with various content,Comment 682: Some feedback about the product or service,2025-02-11,2025-07-05 01:26:47,False,True
45,36844.54478888623,32.58231175644498,179.9881664477815,94.2860272166212,A,Phoenix,Bachelor,This is sample text description 683 with various content,Comment 683: Some feedback about the product or service,2024-07-31,2025-06-08 01:26:47,True,True
49,89020.68596040038,79.25213919629192,183.7211684657237,55.47597721947024,C,Houston,PhD,This is sample text description 684 with various content,Comment 684: Some feedback about the product or service,2024-10-29,2025-06-10 01:26:47,True,True
